"psuper"	"label_input"	"label_psuper"	"symbol"	"value"	"Pseudotime"	"Labels"
"1"	-5.59704790679618	"E14.5"	"E14.5"	"H19"	2.48157120397785	14.0215793293032	"E14.5"
"2"	-6.75365232218665	"E14.5"	"E14.5"	"H19"	1.99536570943837	14.0017789484996	"E14.5"
"3"	-12.0718951094688	"E14.5"	"E14.5"	"H19"	1.29686306040544	14.0004241749626	"E14.5"
"4"	-8.41093266284629	"E14.5"	"E14.5"	"H19"	1.69668527528731	14.0075482872503	"E14.5"
"5"	-11.2351643323783	"E14.5"	"E14.5"	"H19"	0.902780001873446	14.0102854122119	"E14.5"
"6"	-9.25805860935114	"E14.5"	"E14.5"	"H19"	1.61471605559657	14.001540808345	"E14.5"
"7"	-5.03601725906385	"E14.5"	"E14.5"	"H19"	-0.0223428933096516	14.0429905713681	"E14.5"
"8"	-9.21887883374037	"E14.5"	"E14.5"	"H19"	1.88654159358752	14.0018956201502	"E14.5"
"9"	-6.05243880922037	"E14.5"	"E14.5"	"H19"	0.990964196133081	14.0108573380076	"E14.5"
"10"	-10.1768014399492	"E14.5"	"E14.5"	"H19"	1.12431453752108	14.0537680970046	"E14.5"
"11"	-7.12350639937092	"E14.5"	"E14.5"	"H19"	1.8041475583612	14.0222455572607	"E14.5"
"12"	-9.99458039070482	"E14.5"	"E14.5"	"H19"	0.875392002545071	14.0039626764988	"E14.5"
"13"	-5.14855972090995	"E14.5"	"E14.5"	"H19"	1.97040547534535	14.0209680406961	"E14.5"
"14"	-8.27791650071418	"E14.5"	"E14.5"	"H19"	1.01421743008529	14.0005558478796	"E14.5"
"15"	-5.32620950819512	"E14.5"	"E14.5"	"H19"	2.07179214745995	14.014572727212	"E14.5"
"16"	-7.31505190954849	"E14.5"	"E14.5"	"H19"	0.744964216864776	14.0061671671674	"E14.5"
"17"	-7.00357834568108	"E14.5"	"E14.5"	"H19"	1.2727185011148	14.0035055626502	"E14.5"
"18"	-9.2527676063494	"E14.5"	"E14.5"	"H19"	1.60179994598857	14.6195144867743	"E14.5"
"19"	-6.43799592768837	"E14.5"	"E14.5"	"H19"	1.10656450323883	14.0652938030453	"E14.5"
"20"	-8.78509681660671	"E14.5"	"E14.5"	"H19"	1.10624948499636	14.0141609886414	"E14.5"
"21"	-6.14633222823652	"E14.5"	"E14.5"	"H19"	1.4749753448127	14.0211269359054	"E14.5"
"22"	-6.30431336887893	"E14.5"	"E14.5"	"H19"	0.157930869667824	14.0041037653864	"E14.5"
"23"	-6.24964403438567	"E14.5"	"E14.5"	"H19"	0.97609480049976	14.0170560219553	"E14.5"
"24"	-6.47214051109186	"E14.5"	"E14.5"	"H19"	1.78245733151319	14.0036508677734	"E14.5"
"25"	-5.44827477650678	"E14.5"	"E14.5"	"H19"	1.194021024473	14.0140831218458	"E14.5"
"26"	-8.53470623398095	"E14.5"	"E14.5"	"H19"	1.95519334061926	14.0090664335108	"E14.5"
"27"	-3.10258810727728	"E14.5"	"E16.5"	"H19"	0.111715283325948	14.3684365560621	"E14.5"
"28"	-9.99157895779661	"E14.5"	"E14.5"	"H19"	1.64766925659112	14.0365486778028	"E14.5"
"29"	-7.51095965175842	"E14.5"	"E14.5"	"H19"	1.45302336719171	14.0021233788651	"E14.5"
"30"	-11.5454589143497	"E14.5"	"E14.5"	"H19"	1.2555509842918	14.3648739731652	"E14.5"
"31"	-6.38049527456163	"E14.5"	"E14.5"	"H19"	1.76229803576607	14.0028329632557	"E14.5"
"32"	-8.93618503357015	"E14.5"	"E14.5"	"H19"	0.662202743431825	14.0003263014617	"E14.5"
"33"	-6.3193504993627	"E14.5"	"E14.5"	"H19"	1.08465052517808	14.0137423132718	"E14.5"
"34"	-7.79311442190104	"E14.5"	"E14.5"	"H19"	0.778685540055909	14.0096894445846	"E14.5"
"35"	-4.85470111053876	"E14.5"	"E14.5"	"H19"	1.27108185701679	14.0035738986993	"E14.5"
"36"	-8.4385015212395	"E14.5"	"E14.5"	"H19"	1.55594851176519	14.0029765966834	"E14.5"
"37"	-9.35387473267497	"E14.5"	"E14.5"	"H19"	1.6488118142032	14.0038207739035	"E14.5"
"38"	-6.2663076400562	"E14.5"	"E14.5"	"H19"	1.17429813696749	14.0014307490528	"E14.5"
"39"	-7.21275284318627	"E14.5"	"E14.5"	"H19"	0.674294994334516	14.0096337378109	"E14.5"
"40"	-5.92810921968504	"E14.5"	"E14.5"	"H19"	1.00451510650113	14.0024273159427	"E14.5"
"41"	-9.61437641065164	"E14.5"	"E14.5"	"H19"	1.90040277508968	14.0041135749106	"E14.5"
"42"	-14.0583565746898	"E14.5"	"E14.5"	"H19"	1.36630697790431	14.0019332964114	"E14.5"
"43"	-4.57642582045861	"E14.5"	"E16.5"	"H19"	1.0111193092778	14.0170565844692	"E14.5"
"44"	-12.1818322808841	"E14.5"	"E14.5"	"H19"	1.29329718228798	14.0005830371258	"E14.5"
"45"	-7.97491155613641	"E14.5"	"E14.5"	"H19"	1.8286960554411	14.0002404970943	"E14.5"
"46"	-7.56954070438861	"E14.5"	"E14.5"	"H19"	1.19140981944365	14.0042069941513	"E14.5"
"47"	-5.77679906306422	"E14.5"	"E14.5"	"H19"	0.658041875615389	14.1265041041988	"E14.5"
"48"	-4.26746091227302	"E14.5"	"E16.5"	"H19"	0.958261034961587	14.1282519394363	"E14.5"
"49"	-5.3117919141774	"E14.5"	"E14.5"	"H19"	1.55200276945526	14.2113910395246	"E14.5"
"50"	-5.6470539593878	"E14.5"	"E14.5"	"H19"	1.13760356916768	14.0044262729509	"E14.5"
"51"	-5.11920954822471	"E14.5"	"E14.5"	"H19"	0.836396089892079	14.087450859306	"E14.5"
"52"	-6.38371631567546	"E14.5"	"E14.5"	"H19"	1.20719838040253	14.0461536832624	"E14.5"
"53"	-12.3529268603528	"E14.5"	"E14.5"	"H19"	2.20331809161253	14.0041317732492	"E14.5"
"54"	-7.21639854384065	"E14.5"	"E14.5"	"H19"	1.51875502411062	14.0001382811058	"E14.5"
