"psuper"	"label_input"	"label_psuper"	"symbol"	"value"	"Pseudotime"	"Labels"
"1"	-1.37527548549399	"E14.5"	"E14.5"	"H19"	0.62727817577171	14.900879887864	"E14.5"
"2"	-0.46694504733568	"E14.5"	"E14.5"	"H19"	0.509130539939624	14.625450881198	"E14.5"
"3"	-1.64606712590972	"E14.5"	"E14.5"	"H19"	-0.254848117690883	16.0930271025281	"E14.5"
"4"	-0.41889982761563	"E14.5"	"E14.5"	"H19"	0.0321220760384448	15.1469802325591	"E14.5"
"5"	-2.87333750810408	"E14.5"	"E14.5"	"H19"	-0.229107469072872	15.1429389677942	"E14.5"
"6"	-3.01622213742397	"E14.5"	"E14.5"	"H19"	-0.12281044643516	19.0216846652329	"E14.5"
"7"	-0.943885320175203	"E14.5"	"E14.5"	"H19"	-0.171562778105953	16.2468533925712	"E14.5"
"8"	-1.57159961690054	"E14.5"	"E14.5"	"H19"	-0.461995965120082	14.0955072556098	"E14.5"
"9"	-1.57987205035335	"E14.5"	"E14.5"	"H19"	0.0338076626256908	14.0906010118779	"E14.5"
"10"	1.23210771061285	"E14.5"	"E18.5"	"H19"	-0.736563323204853	20.159589998424	"E14.5"
"11"	-1.12724316313918	"E14.5"	"E14.5"	"H19"	-1.19584830376651	16.0551627464592	"E14.5"
"12"	-1.7153456910504	"E14.5"	"E14.5"	"H19"	0.0764482896226799	15.1284407475032	"E14.5"
"13"	-1.65023633587747	"E14.5"	"E14.5"	"H19"	0.854705652502893	14.0910815765965	"E14.5"
"14"	-1.83098174744905	"E14.5"	"E14.5"	"H19"	0.579993801485152	14.0373516232648	"E14.5"
"15"	-1.30089102283049	"E14.5"	"E14.5"	"H19"	-0.00552561386718097	14.0494754298124	"E14.5"
"16"	-1.54448456827894	"E14.5"	"E14.5"	"H19"	0.0309516957813397	16.6989995725453	"E14.5"
"17"	-1.51825369378277	"E14.5"	"E14.5"	"H19"	-0.581570388184482	15.8423100546934	"E14.5"
